Size,Weight,Sweetness,Crunchiness,Juiciness,Ripeness,Acidity,Quality
-0.44081,-0.04582,-1.63842,1.06109,-0.50402,0.85192,-0.12936,Bad
0.60228,-2.20563,-0.26115,1.95480,3.78870,-2.59097,2.89283,Good
-1.58674,-2.82386,3.47299,1.76257,0.68396,0.42757,-2.17935,Good
0.78267,-1.86594,-0.64372,1.09549,1.03694,2.83564,-1.27718,Good
1.83704,-1.35852,-1.22870,2.75660,-0.90936,0.28397,0.46770,Bad
0.58669,-1.33389,-0.29202,1.13649,-1.93756,-0.40092,-0.92124,Bad
0.15522,-0.73574,-1.37711,3.19289,-2.94616,-1.04691,-0.59452,Good
-2.47600,-0.45207,0.93148,1.45811,0.69276,0.40961,0.28833,Good
-2.80267,-1.62847,-3.31633,1.04471,0.06332,4.65538,-1.60634,Bad
0.53087,-0.81433,0.01646,1.48046,2.03364,-2.74193,-0.53381,Good
-1.21879,0.55617,1.29460,1.16456,0.66153,-0.80140,0.93960,Bad
0.42978,-1.90391,-1.47421,1.09704,-2.20361,0.72615,-1.66203,Bad
-0.06209,-0.21395,-0.24223,2.85039,1.90828,0.21777,-0.24700,Good
1.93147,-0.32282,-2.58281,0.63408,0.81308,0.78699,-3.26176,Bad
1.71602,-3.91078,-2.83585,1.29878,0.99331,0.54755,0.24613,Good
-0.87753,-0.40372,0.78313,0.90313,-0.13045,0.35969,0.48347,Bad
1.81565,-1.40069,-1.19450,1.69990,0.87660,-0.03089,0.55772,Bad
-0.04781,1.48150,-1.24182,1.15346,0.70733,0.40233,-2.65083,Bad
4.46267,-1.13273,0.82632,-2.59825,5.46181,0.31397,5.91889,Good
2.06982,-1.98711,-2.65836,2.20446,0.34097,0.27620,1.03010,Good
-4.38903,-2.01201,0.41605,1.15530,0.84548,1.77749,5.61498,Bad
4.30585,-3.43105,-2.63027,3.62169,1.38582,3.79259,0.11630,Good
-0.76813,-2.10478,-0.49016,2.69526,1.60220,1.89881,-1.41439,Good
-1.04292,-0.70849,-0.15740,0.95092,1.02757,0.46139,-1.08284,Bad
-0.90267,-4.03410,2.15864,1.72531,-0.16097,-1.02651,-4.44805,Bad
-2.56703,-0.53889,2.66135,0.43447,0.04895,-0.02313,-0.60327,Good
2.20379,-0.44780,-1.23466,1.64695,1.22915,-0.41345,2.39905,Good
-0.45342,-2.18055,-2.41062,-0.56818,1.58345,1.72515,3.05207,Bad
1.58738,-0.44955,1.15452,0.34901,0.41757,-1.40033,2.53052,Good
-0.66562,-2.23172,1.31977,0.58192,-1.23571,0.63391,-1.16143,Bad
-0.12950,-4.69007,1.12625,3.03602,2.29572,2.49205,-0.47632,Good
-3.92057,-0.31342,-2.41848,-1.32025,-0.68163,3.74309,-2.26981,Bad
-3.08267,-1.78032,0.47499,2.03259,1.00685,1.32856,4.03439,Bad
0.75081,1.24641,0.79037,-2.37510,0.40493,-0.43394,3.67018,Good
-0.39017,1.90417,-1.11836,1.55876,-1.58279,-1.29441,1.57529,Good
-0.90868,-3.34800,4.13245,-1.19194,2.33118,0.99439,-2.43980,Good
-1.22247,-1.39036,-0.84854,2.34649,1.52226,-2.98615,0.42036,Good
2.80819,-1.00003,-1.39807,0.68447,2.94458,-0.60689,1.56088,Good
-0.50332,-0.70422,-3.88371,0.62840,2.45865,3.69813,-0.40970,Bad
-2.44782,0.82468,0.14327,1.47898,1.81048,-0.34023,0.67194,Good
1.34119,-0.35187,-0.91000,3.59062,0.93852,0.09384,-0.40022,Good
-1.31066,-1.21085,-0.78961,1.72066,0.21401,3.55759,-3.00020,Bad
-3.70180,3.20790,-1.81164,-0.98414,1.62469,-1.27018,-7.01054,Good
0.90502,-0.61496,-0.25210,0.61268,2.45708,0.05266,-2.49271,Bad
-4.62472,0.25655,-3.98696,-1.72188,0.06865,6.50338,-0.91859,Bad
-3.30976,-0.11980,-3.03695,0.56283,-1.22601,1.85812,-1.99096,Bad
1.65744,1.92380,1.44757,2.06975,1.71458,-2.89604,4.51450,Good
-1.44837,-0.47232,-0.28450,1.47150,2.70822,1.33254,0.65807,Bad
0.70515,-0.97594,-0.31743,0.22951,-0.79201,-0.68675,0.96704,Good
3.96875,-1.73066,-5.19330,1.30957,1.04407,2.23964,-0.84444,Bad
-2.89042,-2.45884,-1.90980,1.44979,0.32982,4.56893,-0.33719,Bad
-0.89110,-1.40543,-0.34858,1.56382,-0.48798,1.12421,-0.36135,Bad
0.52533,-4.48793,0.86720,1.22725,-2.10839,1.47096,-2.64347,Bad
0.79425,-0.05002,-1.14535,2.03116,-0.06680,-0.68142,0.01334,Bad
1.86710,0.03613,-0.01626,-0.13403,3.79091,-1.49411,3.25151,Good
-0.93937,0.36085,-0.89241,-0.28283,0.70053,0.78769,-3.49603,Good
-4.78068,2.51917,-3.19901,0.04971,-1.39616,0.64661,-0.52543,Bad
-0.04156,-2.53011,-1.48780,1.27552,-1.19159,3.03735,-1.24511,Bad
-2.18697,0.67948,-0.83236,-0.29971,-0.44719,2.10494,0.87145,Bad
-0.33499,-1.66727,-0.10479,2.10793,-3.64478,0.04508,0.19869,Bad
-0.65111,-3.11143,-2.32402,1.85707,-1.27893,2.30182,1.61574,Bad
-1.14167,-0.79505,-0.04133,0.73860,-1.39635,0.45840,-0.64191,Bad
-2.16220,-0.17749,-2.53629,0.73068,0.21616,2.55670,-0.69329,Bad
-1.62962,-0.29462,-3.06381,0.51020,0.02293,3.97298,0.30715,Bad
1.23008,-2.13653,-1.64488,1.70197,-1.11691,1.12195,-0.61370,Bad
2.82864,-1.15401,-6.35975,-0.11294,2.87029,2.80462,-2.55025,Bad
-2.43600,0.08406,0.22293,1.39884,-1.79649,-2.58719,0.36252,Good
0.91179,-0.15565,-0.45750,2.38253,-0.87030,-1.31302,2.55183,Good
0.62045,-0.00859,-2.15884,1.91504,-1.28025,-0.34276,0.02242,Good
-2.25017,0.85141,-0.38461,-0.51709,-2.96910,1.24217,1.26606,Bad
-2.51585,0.55679,-0.25697,1.13364,1.24117,0.29194,-0.35952,Good
0.10385,2.43074,-0.22873,1.31564,0.46530,-2.76209,-0.45634,Good
-0.51496,0.03498,-0.45992,1.29153,0.45400,1.53603,-0.69344,Good
-0.27895,-0.56361,1.88895,1.17715,-0.13123,1.21352,-0.54952,Good
1.27495,-0.62222,-1.24283,1.37519,-0.29410,-0.19134,1.30903,Good
0.16852,-1.87653,0.69135,1.91817,2.77726,0.38221,-2.95525,Good
-0.88211,-0.63022,-2.35098,1.09407,-2.92281,0.70112,-1.18754,Bad
-2.18644,-0.82963,2.28644,2.48070,-3.49806,-1.96052,2.84306,Bad
-0.21448,-2.31394,-3.94225,3.56224,-5.96190,0.30102,-1.77880,Bad
-4.05823,-1.95686,1.79149,0.61836,1.01883,0.69893,2.40097,Bad
0.35513,-1.29462,-0.41466,1.21262,2.86724,-1.96661,2.89200,Good
-3.48563,0.02065,1.62275,-2.13054,0.41731,0.90337,-2.17857,Good
1.27729,-1.98408,0.46539,1.69473,-0.05760,-0.60618,-0.11607,Bad
-2.13026,0.17476,-4.64591,0.68293,1.10716,3.90920,-1.07578,Bad
-2.22432,-1.23966,-1.32069,1.07600,1.04735,2.86968,1.41287,Bad
-2.24400,-1.23310,-1.74631,-0.97322,-1.83434,3.34208,-1.88823,Bad
-2.88848,-2.46796,2.06444,1.24909,2.64710,0.73238,-1.34154,Good
-1.66365,-3.59154,1.79016,2.84150,2.26002,1.56730,0.09084,Good
-1.02391,-0.18800,-0.70255,1.61738,0.82200,1.03257,-0.91122,Good
-1.59505,-0.66468,-0.41832,0.37689,-0.02367,0.31696,-0.81231,Bad
-1.65708,-1.07475,-1.11580,0.86367,2.69670,2.22272,0.33543,Bad
-2.24635,-2.29875,1.71339,4.43950,-2.84235,1.57412,3.02181,Bad
-3.31389,1.26044,-0.62112,2.02799,0.19760,2.64306,-2.60272,Bad
-3.69685,0.76106,0.98740,2.57453,3.97433,-2.36523,-2.83921,Good
-1.88516,-1.87929,-2.43620,-0.25343,1.92118,4.02596,-2.54540,Bad
-1.35676,-1.52805,-3.70709,1.44073,-1.20990,2.92208,-1.86511,Bad
-1.62318,-0.80701,-0.37144,0.43180,0.46725,1.74136,-0.83654,Bad
1.20180,-1.82389,-1.19927,0.09385,3.26793,-0.97182,1.63053,Good
-0.88561,-2.20890,-0.42345,0.50746,3.78512,-2.92491,0.36522,Good
-4.25011,-1.27896,0.46800,0.69664,3.67677,2.89797,2.97522,Bad
1.75699,-4.48145,-0.60462,-0.44979,3.55013,0.07037,4.11070,Good
-1.85944,-1.80949,-1.53475,0.94465,0.53528,2.07646,2.05289,Bad
0.48187,2.27368,-1.45617,2.45220,0.04617,-1.23447,-1.00557,Bad
0.15343,-2.91125,-0.81771,2.13452,-0.82708,0.65019,1.81537,Bad
-0.25633,-0.53876,-0.19681,0.72254,1.23228,0.82675,-0.70539,Bad
-1.23971,-0.55708,-3.52756,-0.01596,0.24242,3.01437,-2.01152,Bad
0.47137,1.95978,-2.66602,1.53607,-1.87150,-0.87259,1.63442,Bad
1.42494,-1.47467,-2.15906,2.88052,1.15324,-0.88746,0.25515,Good
4.10255,-1.53203,1.73917,3.50842,-3.58164,-3.46774,1.81177,Bad
-1.93191,-0.43719,1.25009,3.06127,-1.36207,0.69382,-0.24744,Bad
-2.70205,0.34791,-0.30100,-0.54744,1.86043,0.63031,-0.67611,Good
-0.81535,-1.98029,0.94081,1.89703,-3.81166,-3.48817,-3.27764,Bad
-2.44732,-0.93974,1.06138,-0.23700,-0.06115,1.66593,-0.83617,Good
3.80171,-1.62288,-1.69285,-1.49034,3.34587,1.23274,2.52371,Good
-1.23879,-0.38098,-0.43944,0.49032,0.97820,1.57330,0.35579,Good
2.18933,-1.11918,-0.64291,0.98233,2.79028,-1.41274,1.63259,Good
-3.76952,0.37735,2.82328,2.97849,-1.66585,-1.74069,4.15703,Bad
-1.07014,-1.45487,-2.48191,1.20311,1.89923,2.25896,0.89356,Bad
-1.61796,-0.12835,-2.15580,-0.04434,-0.29427,0.48051,-2.70298,Bad
-0.58045,0.40089,-1.21814,2.40795,1.36758,-2.27582,2.10991,Good
-0.05134,-2.18805,-1.93094,3.15630,-2.52663,0.38393,-1.17092,Bad
1.08411,-0.35569,-1.14258,0.15615,-1.09896,0.33932,1.61876,Good
-2.20510,-2.96337,-0.46130,2.34502,1.72093,2.75898,2.58935,Bad
1.86622,-1.13995,-0.02103,2.35307,0.59899,1.80313,0.58123,Good
-1.34671,-2.29376,0.30924,1.53580,-0.27884,0.05695,4.32460,Bad
0.78600,0.22344,-1.71316,0.03706,2.19248,-0.25430,-0.49127,Bad
1.64318,-2.03103,-1.36567,0.27760,0.33699,0.38051,2.04765,Good
-4.75944,-2.51642,0.58710,1.19924,3.21873,2.72596,5.56877,Bad
-2.11077,0.45995,1.80342,-2.30161,-0.22735,1.57155,-2.63985,Good
1.19905,0.49529,0.52178,2.33957,0.30564,-2.82010,-0.04575,Good
-0.93298,0.21810,2.33745,1.02743,-0.37268,0.10857,2.50431,Bad
-1.81845,-0.26942,-1.23410,-0.79190,2.60983,2.73304,-1.82041,Bad
-5.64820,-0.86721,-0.32570,-1.50595,1.40654,4.39781,-2.40331,Bad
-1.03414,1.61259,-0.21623,0.18604,-0.10667,0.72157,-2.85128,Good
1.98809,-1.04574,-3.20111,2.49343,-5.64751,0.20497,0.52331,Bad
2.86332,1.06439,-3.84068,-1.37179,4.36191,-1.74973,0.72214,Bad
-0.90669,-1.31907,0.11476,0.69913,-2.67355,2.17845,0.96431,Bad
-1.09210,-2.31982,-3.24127,-0.61561,3.81094,2.54329,2.56384,Bad
-1.49919,-0.97214,-1.03825,0.57717,0.60141,2.00333,-0.92576,Bad
-1.54241,-0.94248,-0.50900,1.24653,-0.81982,0.84823,0.94389,Bad
1.20878,0.50888,-0.53641,0.80748,-1.66012,-0.15218,1.65308,Bad
0.71213,-2.77051,-1.70482,0.86137,-1.34382,0.78220,-3.18034,Bad
2.02239,-0.94677,-3.11753,1.63683,-2.02352,0.92842,-2.03717,Bad
0.66238,0.66558,-1.72870,1.37010,0.46015,-1.43543,-0.57752,Good
-0.42959,-0.47429,0.08467,2.23962,1.23082,0.46864,-1.41692,Good
1.36918,1.69474,-1.29450,2.30489,1.02183,-1.80820,0.45876,Good
1.45656,-1.89252,-0.06641,1.27312,0.23515,1.86972,-2.53191,Good
2.57757,-2.52851,-3.64477,1.89248,-0.93262,1.16378,-2.87139,Bad
1.20020,-0.70815,-4.00150,2.02717,-2.09895,2.62284,-1.57653,Bad
-3.08238,-3.36792,5.06902,-1.42715,-0.11689,1.06130,-1.71858,Good
0.05341,-4.36292,2.10600,1.69439,1.16763,2.23871,0.49024,Good
-3.52357,-0.46450,1.10941,-1.88777,-0.55785,2.89579,-0.36532,Bad
-3.07976,-1.42347,2.00463,0.32865,1.99842,-0.47373,2.44655,Bad
0.15091,1.08272,-3.45940,3.34839,0.12518,-0.32369,0.43026,Bad
2.01812,0.00282,1.57051,1.48438,3.53871,-3.32814,3.70167,Good
3.45681,-2.70031,-2.15363,3.90420,2.85948,-1.00658,0.74370,Good
-1.07256,-1.03078,0.61946,2.40521,-0.04919,0.70428,0.27380,Good
3.04842,-1.41785,-3.72097,1.87003,1.67106,0.75314,-0.11694,Good
-1.31878,-0.95573,-1.51435,-1.25435,6.22645,1.16461,3.08011,Bad
3.81840,0.02078,-1.55668,-0.55335,3.33198,0.27749,1.63928,Good
0.21823,-3.11659,4.14323,1.48170,1.38850,0.84011,-1.63540,Good
-1.92510,-0.06619,-3.76572,0.27137,-1.26313,3.65978,-0.46574,Bad
0.23073,-2.72923,-2.14387,-1.40021,1.60996,0.30423,-0.29761,Good
-2.44125,2.39013,-1.51128,0.13384,0.35948,1.66492,2.22953,Bad
2.76404,-0.33390,-2.55416,0.79134,1.48569,0.56944,1.99653,Good
-1.74679,3.51176,-2.19191,0.56864,1.27942,-0.58478,-1.18868,Good
0.66022,3.21976,0.03610,0.40503,2.73310,-2.81142,1.93729,Good
1.11911,-0.66832,-4.00399,0.38281,0.63629,1.40968,-1.44448,Bad
3.09803,-1.73235,-1.50721,-0.21694,4.03925,-0.30157,0.61735,Good
-2.18023,-1.57061,-0.85537,-0.44405,-0.88201,3.51003,-1.17653,Bad
0.15659,-1.77760,-3.74226,0.66683,1.46593,3.44134,0.26639,Bad
-1.44719,-1.67593,-0.46482,2.63831,-2.62099,3.49861,-0.49515,Bad
1.66793,-1.69014,-1.55218,2.73553,0.63644,2.39270,1.19425,Good
4.21498,-5.54229,-0.32902,-0.97075,5.46186,0.02326,0.88020,Good
-2.97059,-1.67570,2.67363,0.64673,1.94399,0.72658,1.09763,Good
0.11748,-4.09403,0.22462,1.91951,1.48684,-2.31380,0.37900,Good
-0.36047,-0.69269,-3.40817,-0.27593,0.34150,1.67403,-0.01630,Bad
-6.66972,-1.37159,-0.67790,-1.64971,0.97462,4.21432,-3.64934,Bad
1.49400,-0.78593,-1.41062,1.13329,-0.28179,2.25949,-0.19511,Good
0.12884,-2.79020,2.24225,2.58447,2.92497,0.02021,-0.01158,Good
0.61105,-0.97655,-2.34929,1.17304,-1.10005,0.11911,-0.79935,Good
1.31704,-4.19085,1.49296,2.62913,0.06403,3.57832,0.79792,Good
-1.28605,-2.46549,-0.88940,0.66133,-0.83348,1.74318,-2.83052,Bad
-4.76867,2.12898,-0.07434,0.93962,2.64209,-1.48810,-2.20479,Good
1.55778,-3.55625,2.20910,1.18590,0.98266,1.77967,-0.54007,Good
-3.04935,0.06711,1.74148,0.80021,1.12810,-0.94843,2.74765,Bad
-0.16384,-1.96347,-1.88776,1.66202,0.46058,2.52415,0.86998,Bad
4.30330,0.10393,-1.80438,4.80385,3.56261,-1.89393,2.50207,Good
-0.36528,-1.46104,1.39805,1.80796,-1.56035,-0.31494,0.26078,Bad
1.30029,-0.51928,0.43092,1.24176,-1.46579,1.78416,-0.18092,Good
-0.98292,-3.10278,-3.61211,1.02061,-0.00025,4.88730,-0.52398,Bad
-0.16436,-3.28192,-0.81566,0.64556,-2.63669,0.63339,-3.55235,Bad
1.70978,-1.41857,-0.86608,1.20811,2.08033,-0.97531,2.25620,Good
-1.51595,0.34118,0.50960,0.82007,1.92742,-3.52817,1.61028,Good
0.14686,-1.28388,-0.13629,0.65149,-0.59523,1.28265,-0.50821,Bad
-1.89072,-3.24834,3.60669,1.23813,1.54462,1.23856,-1.48752,Good
-1.31389,-2.38682,2.50523,1.33916,3.79021,0.22143,-2.58386,Good
1.25420,0.62034,-0.98754,2.38111,0.65766,-1.37691,2.11441,Good
-1.96529,-1.37608,1.34982,-0.30367,3.79200,-3.94941,1.22493,Good
0.05562,-2.98931,0.18192,1.34212,-0.00342,-1.75782,0.20698,Good
-0.74441,-2.80483,2.07310,1.44037,2.89707,1.05107,-0.89993,Good
-0.52072,-0.74656,-0.91692,1.18693,0.05748,-0.09330,0.77777,Bad
2.59878,-2.08057,-2.58166,3.52180,-0.86297,0.12728,-0.40441,Good
-3.20668,-1.71668,-0.08222,1.22757,-1.26832,0.67623,-2.45042,Bad
-3.35788,-0.40058,0.69495,0.44551,3.15183,0.67548,2.65096,Bad
0.31137,-2.81798,-3.21816,-0.79112,2.27286,3.15315,-0.22262,Bad
-0.02614,-0.20979,-0.97196,2.44256,-1.01665,1.08607,-1.91687,Bad
2.17411,-4.51536,-2.25728,-0.87604,-0.66355,2.72057,1.50562,Good
1.43579,-2.25989,-1.58440,1.22946,-2.16449,0.79114,-1.79884,Bad
-0.98453,-2.01115,0.53258,0.21882,1.68613,0.18433,2.20414,Bad
0.50776,-1.52265,-0.58571,1.68047,-0.62832,-0.93487,1.07818,Good
-0.42835,-1.95053,-3.01353,3.60052,-4.37833,0.63795,-0.78100,Bad
-1.14673,-0.54873,-0.29804,1.16757,-0.10335,-0.16710,0.89225,Bad
0.26554,-3.52217,2.49913,2.23633,-0.55247,2.41423,0.95078,Good
0.99811,3.26525,-0.55022,3.85045,-2.11741,-2.17958,1.92054,Good
-2.88404,-1.27715,-2.99224,0.54970,-1.07468,2.75379,-2.66237,Bad
-2.46634,-0.55247,-0.81541,-0.01792,-0.20099,1.23990,-1.73929,Bad
3.49457,0.29033,-1.88911,-0.22975,0.44021,1.00677,0.17161,Good
-3.16346,-0.65850,0.39304,-0.45193,2.24192,0.95158,-1.20757,Good
-3.13534,-0.91512,1.02745,1.08045,-0.74511,-1.35906,4.89284,Bad
0.50027,-1.84228,1.41098,-0.50855,-1.01918,-1.02173,1.45801,Good
-2.78562,-0.46411,-2.00815,0.30405,0.67798,2.74126,0.66678,Bad
-0.00900,0.91778,2.49082,0.24067,0.25148,-2.72695,3.34767,Good
-1.43912,3.08154,-2.51510,0.35259,0.54478,1.19489,2.45890,Bad
-3.28817,-1.00368,0.31201,2.50127,-0.36798,1.87470,1.36022,Bad
1.28256,-2.07662,-1.31070,2.02408,2.83566,-1.43825,3.36859,Good
0.63666,-2.97695,1.20969,2.62670,1.06917,2.17905,0.81662,Good
-0.11411,1.52955,-2.77983,2.83902,-0.96946,2.80021,4.96734,Bad
-2.10505,-3.78995,1.72325,2.78050,2.25186,-4.80581,1.60369,Good
-0.17368,-0.66406,-0.65261,1.97784,0.52085,-1.46525,-1.93351,Bad
0.15368,-0.75364,-1.11770,1.16356,-2.00555,0.39616,-1.37021,Bad
0.39883,-2.22056,2.40567,1.49669,-0.91873,1.89158,1.69295,Good
-2.34563,-2.10076,-2.01498,4.19598,-0.95552,-3.24254,-3.49248,Good
0.59569,-2.36558,-0.36448,4.22471,1.34839,-3.17821,1.46622,Good
-2.83046,-4.37152,-0.79081,-0.94096,4.03874,2.77430,3.81688,Bad
1.89833,3.30402,0.85335,-1.05353,1.10955,-1.16218,3.30649,Good
2.63938,-4.28976,-1.61319,0.63852,3.96877,-0.29131,1.37901,Good
-1.62169,1.43652,-0.11841,0.61545,1.50748,-1.09177,-2.19578,Good
-2.39319,-2.69940,-0.43915,1.79568,-0.80963,1.50146,-2.57629,Bad
-2.79943,-1.69419,1.64597,0.39272,0.33068,1.60225,-1.00796,Bad
2.27987,-1.20001,-1.93481,1.25831,2.11529,-0.55575,-0.20999,Good
-0.57986,-0.54227,0.08005,1.11245,1.23231,1.35225,-0.12338,Good
1.60903,-0.76650,-2.97600,1.43830,0.93764,0.26779,1.28389,Good
1.00923,-2.27104,1.23549,1.21770,-0.30085,1.78511,-1.37964,Good
-0.35694,-0.72758,0.05578,0.71272,2.91059,-0.48994,1.71668,Bad
-1.68484,-1.54005,-0.79961,-0.26596,-1.37636,2.98106,-1.09540,Bad
-2.27568,-0.86170,-2.76435,1.83660,1.37728,4.59300,0.29623,Bad
1.10859,-1.37560,0.46665,3.02707,-0.02272,1.61934,0.67378,Good
0.57169,-0.86400,-2.87544,2.02641,-4.24638,1.00672,0.50003,Bad
0.76288,-3.81384,0.96545,1.19202,-0.14310,3.40660,0.83775,Good
-2.80563,1.60409,-1.03783,0.43961,0.75568,1.44885,1.31317,Bad
-0.80574,-1.77368,2.33877,2.55518,2.97539,-1.21117,-0.63259,Good
-0.79867,-1.24980,-1.93747,1.53821,0.32359,2.76166,1.42846,Bad
-1.43262,1.02702,0.20039,0.03226,0.95323,0.43217,-1.97982,Good
-1.05273,-1.05094,1.55879,0.51776,1.83620,-1.71786,3.17005,Bad
-0.80298,-2.86907,-3.64120,-0.45912,2.09399,4.56019,-0.42078,Bad
-0.35800,-1.00569,-3.19644,-0.54333,3.02135,3.13822,-2.58561,Bad
-4.97252,-0.26287,4.09739,1.09633,1.31910,-2.02245,3.34199,Bad
2.38611,-0.79575,-1.42286,1.81685,-0.51666,0.04073,1.56699,Good
1.93433,-1.80724,-0.95744,3.84644,1.50308,-1.75286,2.45339,Good
0.14506,-2.42065,-0.68382,1.38306,0.93261,-1.47640,0.11119,Good
-4.78491,-0.60244,1.40547,0.05252,0.56251,1.62013,-0.96566,Bad
3.68492,-0.58313,-2.75925,-0.49222,1.39331,2.43138,3.67409,Good
-0.35674,-0.67347,-1.59721,1.02156,-1.43733,2.70607,1.02543,Bad
-2.47102,-1.33978,0.46902,0.88840,2.11828,-0.76114,6.18415,Bad
-5.06933,1.50808,3.38624,-2.23955,-0.80669,-0.87389,-2.64716,Good
1.19260,-0.21639,-2.14572,1.61803,-1.89747,0.31443,-0.27567,Good
-1.96976,-2.08927,2.43710,2.39751,0.32586,-0.40816,-0.83362,Bad
-0.41874,-0.36793,0.02708,1.35778,1.25559,1.22441,-1.61132,Good
-0.71089,-0.04022,-2.13709,1.19057,-4.32724,-1.03906,-0.96132,Bad
0.52659,-1.35306,-4.91678,0.60477,0.34579,2.74110,-0.07216,Bad
-0.05777,0.28694,-0.64880,1.96931,-0.82397,0.19558,-1.01648,Bad
0.23931,-3.78868,0.29199,-0.91325,3.75646,-1.90029,1.40146,Good
1.68936,1.29157,-1.60276,0.87970,0.65755,-0.55618,0.15647,Good
2.36127,-4.34246,-0.10184,0.80968,-3.09978,0.73878,-2.96100,Bad
2.77424,0.51125,0.48023,-0.25594,2.47079,-0.54102,5.55232,Good
-2.59763,1.46815,-1.36316,-1.09592,1.64999,0.03282,-3.62626,Good
-1.80107,-0.54233,0.13558,2.00721,-2.30346,1.52652,-1.11625,Bad
0.48972,-2.28611,1.18914,1.00407,1.51425,-2.06680,3.75263,Good
-2.12394,-0.15450,1.14479,-0.17168,1.97492,-0.53933,-4.01197,Good
-1.48984,-1.99007,1.76404,0.58046,2.07911,0.35936,-2.15078,Good
0.95705,-2.95347,-1.17271,0.06826,1.63373,-0.64834,-0.57509,Good
-1.00547,-1.18254,-1.23806,0.55350,1.36718,1.91530,-1.75048,Bad
-0.04880,-3.29461,-1.31396,1.09810,-2.36924,2.25281,-2.28144,Bad
-0.88889,-3.28406,-1.95468,1.16609,1.86097,1.80681,3.61238,Bad
0.13002,0.96638,-1.11566,-0.26168,5.45281,-2.02752,3.43656,Bad
0.67993,-0.69946,-1.40216,2.12532,-0.30025,-0.61965,2.06644,Good
0.90431,0.34188,-3.79719,1.60921,-1.46536,0.96524,0.25124,Bad
-0.03843,-0.06677,0.65530,-0.15157,1.43252,-3.56519,2.30284,Bad
4.16026,-3.52928,-2.28346,3.09162,3.12533,0.06580,2.94366,Good
0.68012,-0.82022,-1.17880,-1.81555,1.66928,0.22931,1.58214,Good
0.54334,-0.66271,-1.28617,1.11848,1.23764,1.14269,-0.06402,Bad
-0.89103,-3.90595,-3.18012,3.67426,-0.80172,-1.39961,-3.18596,Good
-4.11483,0.84107,1.04502,0.01308,3.18559,-1.40532,-3.17835,Good
-1.61833,-1.58492,-0.65348,1.24752,2.65265,1.31274,2.40584,Bad
-1.76382,-0.88672,-0.08873,1.73953,0.68023,0.69054,2.50547,Bad
-1.09318,-1.27040,-2.22795,2.43168,-2.66443,4.99645,-2.51654,Bad
-1.06649,-3.48432,4.13126,1.85362,0.53262,1.66123,1.01481,Good
1.37064,0.27634,-1.15238,1.41511,0.31067,0.71254,-3.79918,Bad
-0.14630,-1.20878,-0.76558,1.82003,0.37978,1.30931,-1.49962,Good
0.04179,0.07400,-1.66735,-2.24194,-0.15253,0.54361,0.32277,Good
-2.93980,-0.00755,1.60710,-0.68115,0.45525,1.16590,-0.98798,Good
1.10317,1.12912,-2.44715,-0.75854,-1.05797,1.03616,0.42081,Good
1.73442,-3.10509,1.05147,2.02150,-0.91276,3.40855,1.66788,Good
-6.71332,-0.17987,4.29329,-3.40441,1.26551,0.37219,-2.68030,Good
1.01550,-0.30249,-0.04618,-1.03718,0.02868,-0.71365,-0.66288,Good
-1.20435,-2.99057,-2.33903,-1.36808,1.06893,4.64567,-4.55966,Bad
-2.41651,-1.29676,0.23381,2.04007,0.70000,1.41562,1.88143,Bad
-3.40369,0.51892,2.72046,1.99270,4.28479,-0.52776,2.55725,Bad
0.68080,-2.63145,-4.57098,-0.97496,1.55418,2.14485,1.31290,Bad
-1.33347,1.19973,0.65367,4.69697,-3.44725,0.89732,-2.35095,Bad
4.40130,-1.74296,-3.53308,1.48469,0.14134,2.27088,1.34657,Good
-1.19253,0.48112,0.57251,2.06010,-1.45686,-1.86632,2.32515,Bad
-1.23484,1.26994,-2.43002,1.79622,-0.44204,1.22942,1.69156,Bad
1.28556,-2.77515,-1.51563,-3.85031,2.63595,1.31034,-0.48143,Good
-3.20035,0.02965,2.11072,0.21212,2.85823,-0.91956,-2.60042,Good
2.20007,-0.40975,2.41994,-0.18951,2.90760,-1.87234,7.19337,Good
0.36032,-1.63402,0.57963,1.72273,1.16822,-2.13787,3.42227,Good
-1.45934,0.49438,0.14064,-0.92491,-0.07660,0.38119,-4.52469,Good
-2.78394,0.32764,-1.30799,1.34227,-0.58163,-2.28275,-0.01709,Good
0.53010,-1.00025,-1.96455,1.94132,-5.54405,-0.64984,-0.02532,Bad
-2.77978,-1.45622,-0.94384,2.31953,1.31301,3.18173,2.72463,Bad
-0.10549,0.93553,1.04637,1.20257,2.94751,-1.04801,0.63456,Bad
-2.57529,-1.11698,0.46916,0.01546,-0.70341,2.29553,-0.15673,Good
2.34365,-1.55159,-2.61626,3.15876,2.69129,-1.17209,0.31312,Good
-2.50485,0.95106,-0.80325,0.33069,1.74409,0.02719,-2.10868,Good
2.65841,-0.30320,-0.92628,2.49497,-0.81800,-0.68606,0.55550,Good
2.55349,-2.57830,-4.58980,2.58214,1.10338,0.64120,-2.47551,Good
-2.61301,-2.56769,0.07615,-0.55728,5.46142,1.44197,5.65134,Bad
0.48825,-1.70563,-0.49929,3.46234,3.17622,0.32808,-1.88600,Good
-0.93665,-0.89496,-0.12798,-0.30786,1.13529,2.02315,-0.46887,Good
-1.18703,-4.29230,4.75871,1.86456,3.73003,-0.41139,-2.07722,Good
0.42181,0.94584,-0.51134,-1.83151,-3.34979,2.97705,-0.52059,Good
